,address_id,cluster_id,id,transaction_id,received,sent
130,71232982,1,135209361,29254609,1005267,0
131,71232982,1,135223323,29256770,0,1005267
132,71232982,1,135223355,29256775,4934000,0
133,71232982,1,135315918,29272544,0,4934000
134,71229126,1,135200172,29253049,1010217,0
135,71229126,1,135209359,29254609,0,1010217
136,71213018,1,135168391,29247269,1005050,0
137,71213018,1,135208558,29254427,5500,0
138,71213018,1,135209357,29254609,0,1005050
139,71213018,1,135223324,29256770,0,5500
140,71212893,1,135168116,29247207,1020217,0
141,71212893,1,135200170,29253049,0,1020217
142,71171376,1,135087584,29233957,3397200,0
143,71171376,1,135183864,29250369,3917540,0
144,71171376,1,135184874,29250610,0,3397200
145,71171376,1,135286112,29267359,0,3917540
146,71188749,1,135122635,29240402,1000050,0
147,71188749,1,135168115,29247207,995000,0
148,71188749,1,135168388,29247269,0,1000050
149,71188749,1,135185378,29250719,0,995000
150,71179475,1,135102731,29237195,1014125,0
151,71179475,1,135122630,29240402,0,1014125
152,71177807,1,135099762,29236499,1034425,0
153,71177807,1,135122631,29240402,0,1034425
154,71153243,1,135052165,29227279,1944425,0
155,71153243,1,135078106,29232348,0,1944425
156,71153219,1,135052120,29227267,2974850,0
157,71153219,1,135078105,29232348,0,2974850
158,71153219,1,135086377,29233868,3206000,0
159,71153219,1,135122634,29240402,0,3206000
160,71180382,1,135104983,29237481,1002717,0
161,71180382,1,135121900,29240289,0,1002717
162,71175964,1,135096386,29235660,1768000,0
163,71175964,1,135121898,29240289,0,1768000
164,71173744,1,135092313,29234947,1624125,0
165,71173744,1,135102728,29237195,0,1624125
166,71166852,1,135078965,29232523,1893775,0
167,71166852,1,135086528,29233903,0,1893775
168,71164343,1,135073131,29231549,1000650,0
169,71164343,1,135086527,29233903,0,1000650
170,71141799,1,135026399,29223233,1001000,0
171,71141799,1,135073130,29231549,0,1001000
172,71137080,1,135016596,29221535,2984500,0
173,71137080,1,135052164,29227279,0,2984500
174,71141734,1,135026256,29223199,1985917,0
175,71141734,1,135052160,29227278,0,1985917
176,71119207,1,134974955,29215130,1371500,0
177,71119207,1,135017264,29221692,0,1371500
178,71119201,1,134974943,29215127,1643417,0
179,71119201,1,135017265,29221692,0,1643417
180,71075186,1,134880909,29199276,1003180,0
181,71075186,1,134913266,29204859,0,1003180
182,71075186,1,134913396,29204887,5500,0
183,71075186,1,134995391,29218196,0,5500
184,70961097,1,134659627,29157022,2209500,0
185,70961097,1,134913267,29204859,0,2209500
186,71109730,1,134953551,29211320,1166575,0
187,71109730,1,134974942,29215127,995000,0
188,71109730,1,134974952,29215130,0,1166575
189,71109730,1,134994715,29218060,0,995000
190,71109730,1,134995395,29218196,5500,0
191,71109730,1,135026255,29223199,10000,0
192,71109730,1,135026395,29223233,0,5500
193,71109730,1,135052145,29227274,0,10000
194,71109367,1,134952900,29211160,1214925,0
195,71109367,1,134974953,29215130,0,1214925
196,71103762,1,134940051,29209042,1176575,0
197,71103762,1,134953549,29211320,0,1176575
198,71094897,1,134925348,29206663,1008895,0
199,71094897,1,134940048,29209042,0,1008895
200,71094410,1,134924478,29206451,1177680,0
201,71094410,1,134940049,29209042,0,1177680
202,71090727,1,134913397,29204887,1003895,0
203,71090727,1,134925346,29206663,0,1003895
204,71063887,1,134858851,29195967,1004320,0
205,71063887,1,134913394,29204887,0,1004320
206,71019510,1,134767847,29179722,1001417,0
207,71019510,1,134889130,29200711,0,1001417
208,71056049,1,134844946,29193782,1007680,0
209,71056049,1,134880496,29199165,10000,0
210,71056049,1,134880905,29199276,0,1007680
211,71056049,1,134887734,29200582,0,10000
212,71059031,1,134848660,29194165,1000400,0
213,71059031,1,134858849,29195967,0,1000400
214,71037133,1,134803896,29186282,1001010,0
215,71037133,1,134856111,29195525,5500,0
216,71037133,1,134858847,29195967,0,1001010
217,71037133,1,134880907,29199276,0,5500
218,70828524,1,134411707,29110323,5928000,0
219,70828524,1,134847847,29193964,0,5928000
220,70828524,1,134848659,29194165,12910,0
221,70828524,1,134858848,29195967,0,12910
222,71046478,1,134824443,29189931,1017810,0
223,71046478,1,134848658,29194165,0,1017810
224,71001732,1,134733576,29172638,1001000,0
225,71001732,1,134844945,29193782,0,1001000
226,70961090,1,134659616,29157018,2652500,0
227,70961090,1,134825168,29190106,0,2652500
228,70994525,1,134720022,29169700,1000010,0
229,70994525,1,134803893,29186282,0,1000010
230,70993702,1,134718579,29169319,1009000,0
231,70993702,1,134731651,29172147,10000,0
232,70993702,1,134733574,29172638,0,1009000
233,70993702,1,134751781,29176230,10000,0
234,70993702,1,134752831,29176502,0,10000
235,70993702,1,134768852,29179981,0,10000
236,70977723,1,134689567,29163500,1001000,0
237,70977723,1,134704689,29166788,0,1001000
238,70969117,1,134673893,29160240,1067917,0
239,70969117,1,134702004,29166162,10010,0
240,70969117,1,134704688,29166788,0,1067917
241,70969117,1,134720020,29169700,0,10010
242,70977639,1,134689359,29163457,1034500,0
243,70977639,1,134704262,29166707,0,1034500
244,70961713,1,134660696,29157318,1985000,0
245,70961713,1,134673892,29160240,0,1985000
246,70961032,1,134659527,29156989,1092917,0
247,70961032,1,134673774,29160217,5500,0
248,70961032,1,134673890,29160240,0,1092917
249,70961032,1,134689566,29163500,0,5500
250,70956412,1,134650924,29155506,1000500,0
251,70956412,1,134660695,29157318,0,1000500
252,70948252,1,134635008,29152061,1000000,0
253,70948252,1,134650922,29155506,0,1000000
254,70943243,1,134624392,29150543,1005000,0
255,70943243,1,134650921,29155506,0,1005000
256,70922398,1,134581770,29142077,1056417,0
257,70922398,1,134597040,29145401,0,1056417
258,70922398,1,134598395,29145625,2668000,0
259,70922398,1,134659614,29157018,0,2668000
260,70913289,1,134564953,29138852,2826500,0
261,70913289,1,134581764,29142076,0,2826500
262,70826619,1,134407260,29109569,3974500,0
263,70826619,1,134562477,29138411,5500,0
264,70826619,1,134564952,29138852,0,3974500
265,70826619,1,134577909,29141399,106730000,0
266,70826619,1,134577915,29141401,0,5500
267,70826619,1,135311749,29271509,0,106730000
268,70913563,1,134565497,29138964,1003220,0
269,70913563,1,134577905,29141399,0,1003220
270,70827878,1,134410263,29110030,4969000,0
271,70827878,1,134577907,29141399,0,4969000
272,70436858,1,133675256,28959950,66487284,0
273,70436858,1,134577900,29141399,0,66487284
274,70897679,1,134539040,29134737,1007720,0
275,70897679,1,134565494,29138964,0,1007720
276,70885649,1,134519979,29132156,1001759,0
277,70885649,1,134539038,29134737,0,1001759
278,70877719,1,134505454,29129362,1000961,0
279,70877719,1,134539037,29134737,0,1000961
280,70876931,1,134503132,29129014,1033019,0
281,70876931,1,134519975,29132156,0,1033019
282,70867038,1,134485184,29125643,1004154,0
283,70867038,1,134505453,29129362,0,1004154
284,70867036,1,134485180,29125642,1006807,0
285,70867036,1,134503133,29129014,15000,0
286,70867036,1,134505451,29129362,0,1006807
287,70867036,1,134623944,29150428,10000,0
288,70867036,1,134624389,29150543,0,15000
289,70867036,1,134635006,29152061,0,10000
290,70847140,1,134446207,29117738,1014154,0
291,70847140,1,134485182,29125643,0,1014154
292,70861738,1,134474606,29123719,1960930,0
293,70861738,1,134485178,29125642,0,1960930
294,70831610,1,134417152,29111552,1965462,0
295,70831610,1,134475160,29123822,0,1965462
296,70826695,1,134407376,29109609,2851227,0
297,70826695,1,134474607,29123719,30070,0
298,70826695,1,134475159,29123822,0,2851227
299,70826695,1,134519977,29132156,0,30070
300,70846288,1,134444524,29117304,1001000,0
301,70846288,1,134474604,29123719,0,1001000
302,70810635,1,134376585,29103432,3895000,0
303,70810635,1,134401584,29108459,0,3895000
304,70810635,1,134401928,29108546,5500,0
305,70810635,1,134444521,29117304,0,5500
306,70810635,1,134446208,29117738,5500,0
307,70810635,1,134565495,29138964,0,5500
308,70825229,1,134404734,29109086,4984500,0
309,70825229,1,134407258,29109569,0,4984500
310,70825229,1,134411706,29110323,1062000,0
311,70825229,1,134418363,29111827,0,1062000
312,70825490,1,134405207,29109214,1000911,0
313,70825490,1,134408751,29109944,0,1000911
314,70823759,1,134402184,29108615,1001411,0
315,70823759,1,134405205,29109214,0,1001411
316,70791035,1,134339964,29095890,1009611,0
317,70791035,1,134347393,29097671,0,1009611
318,70786339,1,134331292,29093860,2767300,0
319,70786339,1,134347391,29097671,0,2767300
320,70789544,1,134337384,29095269,1061111,0
321,70789544,1,134339959,29095890,0,1061111
322,70788407,1,134335120,29094766,1005500,0
323,70788407,1,134339962,29095890,0,1005500
324,70787543,1,134333433,29094441,1001611,0
325,70787543,1,134335765,29094941,0,1001611
326,70786514,1,134331574,29093944,1011611,0
327,70786514,1,134333361,29094422,5015000,0
328,70786514,1,134333430,29094441,0,1011611
329,70786514,1,134339961,29095890,0,5015000
330,70778739,1,134316725,29090926,1012111,0
331,70778739,1,134331572,29093944,0,1012111
332,70772823,1,134306148,29088867,1020101,0
333,70772823,1,134316723,29090926,0,1020101
334,70772696,1,134305849,29088805,1000010,0
335,70772696,1,134316391,29090847,15000,0
336,70772696,1,134316721,29090926,0,1000010
337,70772696,1,134331571,29093944,0,15000
338,70766503,1,134294335,29086324,1034101,0
339,70766503,1,134306145,29088867,0,1034101
340,70765992,1,134293217,29086109,1001000,0
341,70765992,1,134306146,29088867,0,1001000
342,70758997,1,134280271,29083649,1126611,0
343,70758997,1,134293166,29086100,0,1126611
344,70757867,1,134278506,29083546,1000500,0
345,70757867,1,134293165,29086100,0,1000500
346,70757867,1,134294336,29086324,10010,0
347,70757867,1,134305846,29088805,0,10010
348,70757867,1,134306149,29088867,3005000,0
349,70757867,1,134333360,29094422,0,3005000
350,70704019,1,134182650,29064420,1713000,0
351,70704019,1,134293168,29086100,0,1713000
352,70697689,1,134170212,29061862,2227611,0
353,70697689,1,134180939,29063968,0,2227611
354,70697689,1,134182649,29064420,1226000,0
355,70697689,1,134293167,29086100,0,1226000
356,70716693,1,134206406,29069676,1005000,0
357,70716693,1,134278502,29083546,0,1005000
358,70716693,1,134280270,29083649,5500,0
359,70716693,1,134293215,29086109,0,5500
360,70681471,1,134139235,29055185,1034506,0
361,70681471,1,134154900,29058667,0,1034506
362,70681424,1,134139125,29055161,1400090,0
363,70681424,1,134153205,29058235,5500,0
364,70681424,1,134154898,29058667,0,1400090
365,70681424,1,134278504,29083546,0,5500
366,70674510,1,134126089,29052392,1338085,0
367,70674510,1,134154899,29058667,0,1338085
368,70689847,1,134154902,29058667,1762681,0
369,70689847,1,134169535,29061715,1949000,0
370,70689847,1,134170209,29061862,0,1762681
371,70689847,1,134182647,29064420,0,1949000
372,70688913,1,134153206,29058235,1474930,0
373,70688913,1,134170210,29061862,0,1474930
374,70661222,1,134099421,29047286,1004406,0
375,70661222,1,134139126,29055161,5015000,0
376,70661222,1,134139231,29055185,0,1004406
377,70661222,1,134206405,29069676,0,5015000
378,70661222,1,134210262,29070392,10000,0
379,70661222,1,134222059,29073011,0,10000
380,70674514,1,134126099,29052395,1075090,0
381,70674514,1,134139123,29055161,0,1075090
382,70668006,1,134114554,29050166,1223817,0
383,70668006,1,134126098,29052395,0,1223817
384,70666619,1,134111692,29049618,1002085,0
385,70666619,1,134126087,29052392,0,1002085
386,70661159,1,134099295,29047254,1297997,0
387,70661159,1,134114552,29050166,0,1297997
388,70638735,1,134056954,29038394,1285820,0
389,70638735,1,134114333,29050135,7153650,0
390,70638735,1,134114550,29050166,0,1285820
391,70638735,1,134577906,29141399,0,7153650
392,70662236,1,134102115,29047767,1012085,0
393,70662236,1,134111690,29049618,0,1012085
394,70649835,1,134077646,29042709,1003422,0
395,70649835,1,134102113,29047767,0,1003422
396,70640505,1,134059918,29038871,1001933,0
397,70640505,1,134099294,29047254,995000,0
398,70640505,1,134102111,29047767,0,1001933
399,70640505,1,134114551,29050166,0,995000
400,70651794,1,134081270,29043519,1014406,0
401,70651794,1,134099419,29047286,0,1014406
402,70638179,1,134055897,29038162,1985000,0
403,70638179,1,134081268,29043519,0,1985000
404,70638195,1,134055930,29038170,1005000,0
405,70638195,1,134057232,29038459,0,1005000
406,70610601,1,134005963,29027997,1003347,0
407,70610601,1,134024891,29031943,0,1003347
408,70564583,1,133920282,29011051,1001000,0
409,70564583,1,133997774,29026248,0,1001000
410,70589431,1,133965093,29019479,1000575,0
411,70589431,1,133981155,29023022,0,1000575
412,70579434,1,133945162,29015621,1005075,0
413,70579434,1,133965091,29019479,0,1005075
414,70580791,1,133948083,29016243,1129347,0
415,70580791,1,133964729,29019413,0,1129347
416,70516341,1,133824904,28993368,4644000,0
417,70516341,1,133893743,29006372,0,4644000
418,70516341,1,133896546,29007053,5500,0
419,70516341,1,133920280,29011051,0,5500
420,70551535,1,133896545,29007053,1073847,0
421,70551535,1,133920239,29011043,0,1073847
422,70539736,1,133873669,29002495,1113347,0
423,70539736,1,133887325,29004793,0,1113347
424,70539736,1,133890205,29005470,15075,0
425,70539736,1,133945160,29015621,0,15075
426,70521012,1,133834609,28994705,1001000,0
427,70521012,1,133887327,29004793,0,1001000
428,70527405,1,133846690,28997554,1533347,0
429,70527405,1,133871440,29001909,10000,0
430,70527405,1,133873667,29002495,0,1533347
431,70527405,1,133887323,29004792,0,10000
432,70511187,1,133814718,28991241,1543347,0
433,70511187,1,133841949,28996366,5500,0
434,70511187,1,133846688,28997554,0,1543347
435,70511187,1,133920241,29011043,4934000,0
436,70511187,1,133920279,29011051,0,5500
437,70511187,1,133964728,29019413,0,4934000
438,70511187,1,133965857,29019614,15075,0
439,70511187,1,134024890,29031943,0,15075
440,70463630,1,133725755,28971039,1004867,0
441,70463630,1,133733649,28972857,5500,0
442,70463630,1,133734131,28972999,0,1004867
443,70463630,1,133834606,28994705,0,5500
444,70454014,1,133707768,28966956,2669500,0
445,70454014,1,133734132,28972999,0,2669500
446,70511920,1,133816455,28991583,1399460,0
447,70511920,1,133824903,28993368,5346000,0
448,70511920,1,133825589,28993544,0,1399460
449,70511920,1,134087815,29045010,16730,0
450,70511920,1,134099418,29047286,0,5346000
451,70511920,1,134102112,29047767,0,16730
452,70479672,1,133756398,28977723,2744000,0
453,70479672,1,133805319,28988926,0,2744000
454,70479672,1,133814717,28991241,1296424,0
455,70479672,1,133825590,28993544,0,1296424
456,70506135,1,133805320,28988926,1596000,0
457,70506135,1,133816451,28991583,0,1596000
458,70498246,1,133790925,28985507,1049771,0
459,70498246,1,133814716,28991241,0,1049771
460,70486074,1,133768016,28980219,1075271,0
461,70486074,1,133784112,28983803,0,1075271
462,70479902,1,133756745,28977840,1076024,0
463,70479902,1,133765655,28979741,0,1076024
464,70475382,1,133748194,28975962,1184513,0
465,70475382,1,133757799,28978131,0,1184513
466,70474107,1,133745576,28975503,1042234,0
467,70474107,1,133756397,28977723,1226000,0
468,70474107,1,133757798,28978131,0,1042234
469,70474107,1,133765656,28979741,0,1226000
470,70480528,1,133757800,28978131,1216747,0
471,70480528,1,133765650,28979740,0,1216747
472,70480528,1,133765659,28979741,5867000,0
473,70480528,1,133816453,28991583,0,5867000
474,70480252,1,133757295,28978005,1885200,0
475,70480252,1,133765652,28979740,0,1885200
476,70467762,1,133733650,28972857,1648785,0
477,70467762,1,133745574,28975503,0,1648785
478,70446643,1,133692771,28963681,1005950,0
479,70446643,1,133707767,28966956,5500,0
480,70446643,1,133708856,28967282,0,1005950
481,70446643,1,133725753,28971039,0,5500
482,70446016,1,133691672,28963377,1668335,0
483,70446016,1,133708857,28967282,0,1668335
484,70437188,1,133675860,28960102,1002000,0
485,70437188,1,133692769,28963681,0,1002000
486,70437088,1,133675629,28960058,1013950,0
487,70437088,1,133692770,28963681,0,1013950
488,70420484,1,133643561,28953938,1001000,0
489,70420484,1,133675856,28960102,0,1001000
490,70428495,1,133658236,28956751,1023950,0
491,70428495,1,133675255,28959950,3980000,0
492,70428495,1,133675627,28960058,0,1023950
493,70428495,1,133756396,28977723,0,3980000
494,70421288,1,133645140,28954165,1043950,0
495,70421288,1,133658235,28956751,0,1043950
496,70410762,1,133622067,28950038,2990000,0
497,70410762,1,133656454,28956449,3990000,0
498,70410762,1,133658233,28956751,0,2990000
499,70410762,1,133675628,28960058,0,3990000
500,70401276,1,133603879,28946767,1084500,0
501,70401276,1,133613795,28948630,0,1084500
502,70400955,1,133602979,28946611,1000450,0
503,70400955,1,133613794,28948630,0,1000450
504,70394053,1,133590327,28944180,1000000,0
505,70394053,1,133613163,28948530,6685000,0
506,70394053,1,133613792,28948630,0,1000000
507,70394053,1,133656453,28956449,0,6685000
508,70369371,1,133531475,28936688,2218335,0
509,70369371,1,133613162,28948530,0,2218335
510,70394039,1,133590294,28944173,1000500,0
511,70394039,1,133602976,28946611,0,1000500
512,70379395,1,133560067,28940262,1001000,0
513,70379395,1,133590291,28944173,0,1001000
514,70272201,1,133344395,28898163,1001000,0
515,70272201,1,133363612,28902345,5500,0
516,70272201,1,133364503,28902579,0,1001000
517,70272201,1,133560064,28940262,0,5500
518,70257935,1,133316506,28892387,1635974,0
519,70257935,1,133364504,28902579,0,1635974
520,70342021,1,133475659,28926092,76657284,0
521,70342021,1,133488233,28929012,0,76657284
522,70342021,1,133489756,28929432,6160000,0
523,70342021,1,133508073,28933154,0,6160000
524,70342021,1,133508587,28933288,10000,0
525,70342021,1,133546418,28938602,0,10000
526,70359609,1,133508588,28933288,2130000,0
527,70359609,1,133531753,28936768,0,2130000
528,70343584,1,133478398,28926808,1319000,0
529,70343584,1,133489753,28929432,0,1319000
530,70343481,1,133478178,28926754,2094335,0
531,70343481,1,133489754,28929432,0,2094335
532,70337851,1,133468300,28924593,1778335,0
533,70337851,1,133475658,28926092,10000,0
534,70337851,1,133478175,28926754,0,1778335
535,70337851,1,133487019,28928726,0,10000
536,70324862,1,133445244,28919754,4326000,0
537,70324862,1,133478176,28926754,0,4326000
538,70317528,1,133430457,28916640,79382284,0
539,70317528,1,133435426,28917847,0,79382284
540,70317528,1,133435432,28917848,83372284,0
541,70317528,1,133435433,28917849,0,83372284
542,70317528,1,133435437,28917850,5336000,0
543,70317528,1,133445200,28919738,1329000,0
544,70317528,1,133445242,28919754,0,5336000
545,70317528,1,133468299,28924593,5500,0
546,70317528,1,133478396,28926808,0,1329000
547,70317528,1,133546417,28938602,0,5500
548,70308217,1,133413287,28912818,1803835,0
549,70308217,1,133435428,28917847,0,1803835
550,70307205,1,133411057,28912419,1103965,0
551,70307205,1,133413285,28912818,0,1103965
552,70306271,1,133409331,28912025,1990000,0
553,70306271,1,133413280,28912818,0,1990000
554,70306205,1,133409232,28911992,1980000,0
555,70306205,1,133413278,28912818,0,1980000
556,70285699,1,133370079,28903726,1611474,0
557,70285699,1,133413283,28912818,0,1611474
558,70282583,1,133363613,28902345,11419680,0
559,70282583,1,133413284,28912818,0,11419680
560,70163465,1,133156914,28864576,20635000,0
561,70163465,1,133413282,28912818,0,20635000
562,70295972,1,133389461,28907801,7335766,0
563,70295972,1,133411054,28912419,0,7335766
564,70295916,1,133389366,28907776,1074199,0
565,70295916,1,133411055,28912419,0,1074199
566,70163916,1,133157692,28864721,21083440,0
567,70163916,1,133411053,28912419,0,21083440
568,70284422,1,133367002,28903196,1004149,0
569,70284422,1,133388295,28907605,0,1004149
570,70278300,1,133355814,28900738,1042915,0
571,70278300,1,133366996,28903196,0,1042915
572,70277958,1,133355212,28900575,1063500,0
573,70277958,1,133367000,28903196,0,1063500
574,70269636,1,133339758,28897050,1000500,0
575,70269636,1,133366994,28903196,0,1000500
576,70265813,1,133332564,28895534,1381915,0
577,70265813,1,133355812,28900738,0,1381915
578,70263837,1,133328252,28894719,1072415,0
579,70263837,1,133332562,28895534,0,1072415
580,70263837,1,133334676,28895974,5500,0
581,70263837,1,133344392,28898163,0,5500
582,70263807,1,133328170,28894702,1319500,0
583,70263807,1,133332563,28895534,0,1319500
584,70259125,1,133319276,28892965,1002415,0
585,70259125,1,133328169,28894702,9785000,0
586,70259125,1,133328249,28894719,0,1002415
587,70259125,1,133366999,28903196,0,9785000
588,70215099,1,133244468,28880091,8984500,0
589,70215099,1,133328168,28894702,0,8984500
590,70253596,1,133308837,28890518,1012415,0
591,70253596,1,133319274,28892965,0,1012415
592,70233508,1,133278843,28886554,1096399,0
593,70233508,1,133297258,28888955,0,1096399
594,70233265,1,133278381,28886440,1565075,0
595,70233265,1,133297259,28888955,0,1565075
596,70222625,1,133258069,28882714,1005000,0
597,70222625,1,133278841,28886554,0,1005000
598,70222623,1,133258064,28882713,1101399,0
599,70222623,1,133278840,28886554,0,1101399
600,70215117,1,133244495,28880100,3990000,0
601,70215117,1,133278380,28886440,5500,0
602,70215117,1,133278727,28886531,0,3990000
603,70215117,1,133311899,28891315,0,5500
604,70214883,1,133244119,28879994,1140399,0
605,70214883,1,133258062,28882713,0,1140399
606,70209664,1,133233860,28877888,1004457,0
607,70209664,1,133242795,28879744,0,1004457
608,70209440,1,133233432,28877789,1009033,0
609,70209440,1,133242796,28879744,0,1009033
610,70194970,1,133211445,28874724,1007662,0
611,70194970,1,133233857,28877888,0,1007662
612,70182375,1,133190675,28871305,1001295,0
613,70182375,1,133233858,28877888,0,1001295
614,70163900,1,133157666,28864714,1025662,0
615,70163900,1,133211442,28874724,0,1025662
616,70163625,1,133157210,28864646,1005000,0
617,70163625,1,133166275,28866617,0,1005000
618,70155499,1,133142925,28862024,1016295,0
619,70155499,1,133166274,28866617,0,1016295
620,70155499,1,133167465,28866784,2663000,0
621,70155499,1,133211443,28874724,0,2663000
622,70168983,1,133166276,28866617,1011295,0
623,70168983,1,133190666,28871303,1329000,0
624,70168983,1,133190672,28871305,0,1011295
625,70168983,1,133211441,28874724,0,1329000
626,70168983,1,133213116,28875006,15000,0
627,70168983,1,133258066,28882714,0,15000
628,70169514,1,133167464,28866784,2327000,0
629,70169514,1,133190665,28871303,0,2327000
630,70152240,1,133136928,28860677,1033500,0
631,70152240,1,133142922,28862024,0,1033500
632,70145879,1,133125735,28858551,1002795,0
633,70145879,1,133142924,28862024,0,1002795
634,70145518,1,133125028,28858378,1048000,0
635,70145518,1,133136927,28860677,0,1048000
636,70140246,1,133114921,28856212,1000695,0
637,70140246,1,133125732,28858551,0,1000695
